pH,Temperature,Turbidity_V,Dissolved_Oxygen,Distance_CM,Threat_Label
5.76,27.0,1.29,6.2,5.4,1
6.42,30.9,0.91,3.1,2.4,1
6.88,27.4,0.87,1.6,10.3,1
8.78,26.5,0.83,8.3,14.6,1
7.7,26.2,1.36,3.4,7.9,1
5.39,27.6,0.98,1.9,17.5,1
5.09,25.5,1.35,6.5,2.8,0
5.51,31.2,0.96,2.7,20.0,1
7.05,33.1,1.34,4.8,18.2,1
9.67,33.2,1.34,1.4,6.1,1
8.19,23.4,1.35,8.9,8.2,1
9.01,33.4,1.1,4.6,20.4,1
7.33,25.1,1.32,9.0,19.6,1
6.81,24.6,1.37,4.1,20.5,1
5.54,30.9,0.99,3.8,8.7,1
9.38,24.6,1.05,8.3,24.3,1
8.92,20.8,1.23,3.6,18.2,1
5.84,25.6,0.98,4.5,2.6,1
7.56,30.8,1.25,1.6,12.5,1
7.44,24.9,0.84,8.6,16.9,0
8.13,29.4,1.11,1.7,5.0,1
9.73,29.9,0.87,7.2,22.6,1
7.9,31.0,0.98,5.3,19.1,0
7.7,33.5,0.96,1.5,3.0,1
5.25,26.5,1.3,1.0,22.9,1
5.31,22.5,0.92,8.5,10.7,1
5.94,24.8,1.29,6.9,11.9,1
5.16,26.5,1.28,6.5,19.8,1
8.72,30.7,1.1,4.5,16.5,1
8.62,20.2,0.94,2.9,11.5,1
5.68,24.7,0.94,6.4,7.2,1
9.18,31.7,1.08,5.9,13.4,1
5.77,30.1,0.81,6.8,14.9,1
6.51,31.0,1.12,3.9,16.1,0
6.24,32.2,1.37,8.9,15.5,1
6.86,31.7,0.89,1.5,15.8,1
6.27,30.2,1.14,1.6,12.4,1
7.44,26.6,1.38,8.3,14.5,1
7.04,34.8,1.32,6.2,7.9,1
9.93,28.5,1.31,3.6,4.8,1
5.28,23.0,1.29,7.1,15.6,1
5.71,24.4,0.99,4.6,2.1,1
5.26,30.4,1.33,1.2,2.6,1
8.13,33.9,1.36,6.2,6.9,1
5.27,22.7,1.1,2.9,5.7,1
9.18,21.2,1.01,1.9,10.0,1
7.56,33.2,1.05,2.8,9.9,1
7.64,33.7,1.0,4.8,3.8,1
7.81,24.1,0.93,1.4,6.9,1
5.85,25.7,1.17,8.1,1.1,1
5.99,29.9,1.14,5.5,9.4,1
6.59,24.9,1.08,3.3,20.1,0
7.97,33.2,0.86,6.5,7.4,0
6.05,21.6,1.28,7.4,16.4,1
5.58,20.6,0.9,5.9,3.4,1
9.85,23.1,0.87,2.6,1.3,1
5.11,24.3,1.17,1.9,13.0,1
9.01,21.7,1.04,7.9,12.1,1
8.94,21.0,0.84,2.9,5.6,1
6.49,31.3,1.01,1.2,7.9,1
5.68,22.5,1.26,6.1,1.7,1
5.73,33.7,1.17,2.2,20.1,1
8.49,25.5,1.02,8.9,8.2,0
8.21,30.1,0.92,8.0,6.3,0
8.91,23.4,1.18,5.9,20.3,1
9.69,23.6,1.33,7.7,1.9,1
8.46,28.6,1.19,4.8,7.8,0
5.78,28.4,1.29,7.3,7.3,1
6.22,31.5,1.11,6.2,7.3,0
9.21,31.4,1.23,1.2,1.3,1
6.05,30.1,1.34,8.6,23.4,1
5.36,26.7,1.26,7.9,21.7,1
8.52,33.4,1.35,8.6,10.9,1
7.01,29.3,1.06,6.9,11.7,0
9.6,34.9,1.34,4.3,13.6,1
8.25,32.3,1.17,2.7,12.5,1
5.45,20.7,1.32,2.4,19.7,1
9.74,24.8,0.82,2.2,12.7,1
6.29,28.6,1.19,2.8,5.5,1
6.69,30.8,1.31,5.4,3.8,1
7.01,28.3,0.9,6.5,23.0,0
5.26,31.8,1.2,3.5,2.2,1
7.48,24.2,1.29,5.4,22.5,1
5.62,22.8,0.97,3.7,17.6,1
7.0,20.8,1.04,6.6,10.7,0
6.75,28.6,1.14,8.9,5.5,0
8.86,30.3,1.11,6.5,8.5,1
9.02,24.9,0.82,1.5,13.7,1
5.77,29.2,0.86,4.8,16.8,1
6.83,20.8,0.86,7.2,17.6,0
6.87,21.5,0.96,5.3,11.7,0
5.76,30.5,0.95,8.6,10.0,1
8.99,25.5,1.25,1.4,19.4,1
8.54,30.1,1.14,3.3,23.2,1
5.95,32.5,1.26,2.8,22.9,1
6.83,32.8,0.84,7.1,14.2,0
5.53,22.6,1.09,5.2,2.9,1
8.14,27.3,0.99,2.1,2.8,1
5.61,31.0,1.31,3.3,10.7,1
9.93,31.6,1.22,5.2,18.6,1
8.9,31.8,1.32,9.0,12.9,1
6.95,23.4,0.83,3.9,16.1,0
7.89,22.9,1.23,2.3,21.2,1
9.56,28.9,1.12,5.0,2.0,1
7.77,31.1,1.3,3.5,23.2,1
5.87,24.8,1.1,5.5,8.9,1
6.89,21.6,1.12,4.7,2.1,1
9.22,30.8,0.83,6.5,21.1,1
8.22,24.5,1.2,8.3,23.4,0
8.25,22.5,0.96,2.6,19.4,1
9.33,22.2,0.81,7.6,20.3,1
9.47,24.7,0.84,8.6,21.9,1
9.6,28.9,1.37,4.0,13.5,1
5.47,25.4,1.01,1.9,17.3,1
7.72,20.3,1.32,7.6,7.9,1
8.7,21.5,1.38,6.6,7.0,1
8.78,24.4,1.37,2.7,15.6,1
8.03,29.9,1.33,4.6,18.6,1
5.83,21.5,1.34,5.6,10.5,1
8.99,28.4,0.97,2.4,10.6,1
8.6,21.8,0.89,6.7,23.9,1
5.43,23.2,1.18,6.5,13.4,1
7.32,22.6,1.09,8.1,24.7,0
5.87,21.0,0.86,5.5,21.7,1
6.69,30.1,1.21,5.6,16.4,0
5.09,27.0,1.14,6.0,1.2,1
7.0,32.5,1.32,3.2,8.1,1
7.75,21.5,1.17,7.1,11.0,0
8.1,22.2,1.14,6.3,16.7,0
8.32,24.6,1.06,7.7,10.5,0
9.18,31.5,1.08,7.1,20.9,1
6.08,24.6,1.37,6.1,16.9,1
5.6,26.1,0.88,2.3,9.3,1
9.26,24.5,1.07,8.4,19.8,1
5.78,21.2,1.19,3.9,8.3,1
9.87,34.1,1.06,8.7,2.5,1
9.21,28.2,0.97,4.2,5.1,1
7.5,31.8,0.97,2.2,1.1,1
9.91,29.9,0.94,8.1,21.0,1
5.49,27.7,1.01,7.4,16.1,1
6.52,21.3,1.32,7.3,14.7,1
8.19,29.6,1.1,1.7,16.9,1
6.75,22.3,0.94,8.0,16.7,0
9.64,26.2,1.03,5.8,14.6,0
5.33,29.4,0.86,4.8,21.2,1
7.75,31.7,1.34,8.3,11.6,1
7.95,30.3,1.04,6.3,20.3,0
8.26,30.1,1.39,2.1,19.9,1
6.28,22.2,1.01,5.2,5.8,0
6.82,25.2,1.3,6.1,11.9,1
9.22,20.6,0.95,8.2,21.0,1
5.97,30.8,0.85,3.2,20.9,1
9.13,34.3,0.82,7.4,1.6,1
7.81,24.0,1.16,7.4,6.4,0
8.81,21.3,0.99,2.0,11.2,1
8.57,27.1,1.07,1.1,2.1,1
6.04,32.9,1.29,5.7,7.3,1
7.84,28.3,0.95,7.3,7.2,0
9.34,20.7,0.99,5.4,6.1,1
7.16,34.6,1.31,7.5,10.5,1
9.83,32.4,1.1,6.0,20.5,1
7.26,22.0,1.3,6.2,6.9,1
5.71,33.8,1.02,1.2,15.0,1
6.95,26.8,1.04,1.7,14.4,1
9.76,25.6,0.9,6.8,20.6,1
6.6,26.9,1.35,7.1,10.5,1
9.34,32.5,1.34,5.3,6.4,1
9.41,29.9,1.39,5.7,22.4,1
6.75,20.9,1.04,5.9,21.0,0
5.42,34.4,1.29,1.8,15.9,1
8.62,22.2,1.05,6.3,3.2,1
6.56,31.2,1.07,4.8,1.4,1
8.91,29.5,1.3,5.8,5.4,1
7.21,22.8,0.91,5.5,5.7,0
7.43,22.6,0.93,7.1,4.3,1
8.89,33.1,0.99,3.5,7.3,1
6.91,26.3,1.27,4.0,9.1,1
7.22,29.8,1.02,4.1,19.1,0
6.88,27.6,1.01,7.1,18.0,0
6.84,30.9,1.4,4.4,3.5,1
7.63,27.2,1.03,2.4,24.5,1
9.04,24.3,0.95,8.9,19.1,1
6.81,25.5,1.17,4.9,4.9,1
7.62,32.9,1.28,1.9,4.0,1
8.35,27.0,0.84,6.4,3.1,1
6.35,23.2,1.17,6.9,18.6,0
6.39,34.0,0.82,5.0,6.7,0
9.67,31.9,1.12,6.2,2.8,1
8.62,20.8,0.95,2.4,11.1,1
7.89,35.0,0.98,3.9,18.0,0
8.24,30.4,1.08,2.3,8.3,1
5.15,22.4,1.36,4.1,12.6,1
8.09,23.6,1.23,5.5,5.6,0
7.55,30.4,1.36,4.5,11.3,1
7.73,31.7,1.2,5.7,9.6,0
6.8,23.6,0.8,5.0,11.4,0
5.41,23.9,0.96,3.5,12.2,1
5.97,24.6,1.34,2.1,3.2,1
9.75,29.0,1.19,3.0,3.2,1
7.04,22.6,1.39,2.6,7.3,1
7.33,21.6,0.89,6.7,3.8,1
5.26,30.2,0.98,7.6,7.1,1
5.19,31.7,1.02,6.8,1.6,1
8.59,27.5,1.0,6.1,9.4,1
7.69,25.5,0.95,3.5,6.1,0
7.54,26.5,1.07,6.7,22.4,0
6.22,25.8,1.19,5.8,21.6,0
8.72,34.4,0.99,1.4,8.2,1
5.84,31.5,0.85,8.3,12.4,1
5.95,23.1,1.23,1.6,23.9,1
7.3,25.8,1.08,5.0,13.6,0
6.43,28.2,1.13,5.1,21.4,0
6.24,29.2,1.07,7.7,20.8,0
8.23,27.0,1.33,8.3,23.6,1
8.25,32.2,1.14,8.5,8.3,0
9.12,31.5,1.35,5.6,2.0,1
7.09,27.6,1.11,6.4,3.5,1
5.37,32.8,0.98,1.7,14.7,1
6.37,31.3,1.01,4.9,13.7,0
9.9,31.7,1.11,8.2,8.2,1
7.98,34.3,1.12,4.6,7.0,0
8.55,24.0,1.21,1.6,18.0,1
5.04,24.0,0.93,2.6,9.2,1
7.59,33.3,1.2,4.4,15.5,0
5.19,31.6,1.27,2.9,18.1,1
7.85,33.9,1.21,4.1,11.3,0
9.6,20.9,1.09,3.7,5.6,1
9.84,29.4,1.4,3.6,21.7,1
7.7,22.2,1.04,1.7,3.2,1
7.29,27.6,0.86,8.1,20.9,0
9.73,22.3,1.29,6.5,21.1,1
8.37,21.9,0.93,6.0,14.7,0
5.32,20.2,1.23,5.9,16.1,1
7.33,29.5,0.91,4.2,9.6,0
6.2,25.4,0.81,7.6,21.2,0
7.35,21.6,0.9,8.4,7.3,0
7.28,24.8,1.03,1.0,14.4,1
7.91,22.5,0.86,1.6,1.0,1
6.78,34.1,0.92,6.4,23.6,0
5.82,24.8,1.26,2.9,23.8,1
7.52,25.0,1.26,8.3,18.1,1
9.15,32.6,1.29,6.3,11.2,1
8.32,29.7,1.3,3.9,5.3,1
6.69,30.7,1.05,4.3,12.8,0
9.68,29.5,1.32,6.5,20.0,1
9.56,34.2,1.12,2.1,15.5,1
6.05,23.1,1.08,8.1,13.7,0
5.2,34.8,1.23,1.0,21.4,1
8.71,32.5,0.93,8.8,8.5,1
9.14,28.8,1.27,2.3,21.6,1
9.84,29.9,1.06,6.9,11.5,1
9.45,29.7,0.88,1.3,1.1,1
8.0,20.9,0.87,4.5,18.6,0
7.65,23.3,0.9,6.0,22.1,0
5.14,34.4,1.33,1.6,12.6,1
6.23,28.0,1.39,4.5,11.9,1
7.3,25.7,1.01,3.4,20.3,0
8.14,31.4,0.98,5.0,22.2,0
7.79,27.9,0.93,5.0,24.4,0
8.71,20.2,1.29,7.3,9.3,1
6.4,31.0,0.93,2.0,15.3,1
7.82,31.0,1.35,1.7,20.8,1
5.44,22.5,1.2,4.2,13.8,1
7.07,34.3,1.34,8.1,12.1,1
8.75,23.4,1.13,7.8,14.7,1
8.47,26.9,1.21,5.5,9.6,0
9.95,21.7,1.17,8.1,5.6,1
6.39,29.0,1.3,7.4,2.6,1
7.49,25.6,1.3,3.2,15.6,1
6.65,25.3,1.15,2.4,10.1,1
7.2,32.4,1.18,3.4,22.2,0
9.28,20.1,1.35,2.8,6.4,1
8.42,32.0,1.36,6.0,8.5,1
9.41,28.6,1.2,5.7,24.3,1
6.02,34.8,0.8,5.8,14.4,0
9.37,28.8,0.86,2.5,9.3,1
5.3,20.8,1.31,7.3,21.7,1
9.44,20.8,0.85,4.5,18.8,1
6.65,33.2,0.93,4.8,14.8,0
6.57,32.6,0.94,9.0,22.3,0
7.56,25.2,1.16,3.3,3.3,1
9.7,29.3,1.15,4.2,10.5,1
5.24,27.3,0.97,6.4,20.5,1
6.76,34.5,0.92,8.0,10.3,0
9.28,34.2,1.26,2.0,23.2,1
6.98,34.8,1.36,6.9,4.7,1
6.0,33.0,0.83,8.3,9.1,1
7.12,33.6,0.88,4.4,11.2,0
6.93,23.3,1.19,3.3,17.5,0
9.58,32.5,1.28,6.4,5.7,1
8.81,30.6,1.27,3.0,1.2,1
7.53,34.4,1.23,4.1,24.4,0
9.94,28.6,1.33,8.2,22.6,1
7.33,21.3,0.93,5.7,8.2,0
5.29,29.0,0.86,1.8,12.6,1
6.31,30.3,1.17,3.6,12.7,0
7.18,23.3,1.29,6.0,21.9,1
5.78,25.9,1.15,4.9,15.3,1
9.74,29.0,1.38,6.3,20.8,1
8.83,25.6,1.28,7.1,22.9,1
6.34,25.6,1.22,4.8,14.6,0
7.95,22.0,0.84,8.9,7.9,0
8.61,34.1,0.86,8.3,13.0,1
9.71,31.3,1.27,1.5,21.4,1
9.41,20.0,0.92,3.1,15.0,1
7.58,31.5,0.82,3.4,22.5,0
8.87,31.1,1.35,2.5,22.5,1
7.81,20.1,1.33,3.5,10.0,1
7.76,25.5,0.93,4.4,11.8,0
5.57,29.1,1.27,1.4,17.3,1
5.63,26.8,0.83,2.0,3.7,1
7.65,31.7,0.97,1.8,12.2,1
6.34,26.4,1.17,1.4,4.6,1
5.11,22.3,1.26,4.9,21.4,1
8.61,34.6,0.81,3.7,23.6,1
5.16,23.6,1.0,8.5,4.4,1
7.98,30.8,0.93,1.8,17.0,1
7.7,22.1,1.4,8.4,16.3,1
9.84,24.9,1.2,1.7,19.2,1
7.42,26.6,1.04,6.0,17.7,0
5.32,22.9,0.85,3.0,6.2,1
7.76,26.7,1.16,7.6,8.0,0
9.21,22.4,1.19,1.5,5.0,1
9.98,28.4,1.29,8.6,23.1,1
7.15,30.0,0.97,1.4,13.5,1
6.6,20.9,1.39,2.9,24.4,1
9.53,33.1,1.06,4.7,11.8,1
5.96,22.8,0.98,7.0,14.3,1
8.08,23.4,1.01,8.6,19.9,0
7.03,29.9,1.11,4.4,20.1,0
5.21,27.0,1.36,7.1,6.5,1
6.74,27.5,1.24,6.8,7.9,0
6.33,21.9,1.15,5.6,3.3,1
8.43,32.1,0.9,6.5,20.3,0
9.74,29.3,0.89,1.3,20.1,1
6.34,22.0,1.1,4.5,3.0,1
9.06,25.6,1.24,7.3,7.2,1
5.28,32.2,1.25,4.8,11.8,1
7.69,28.5,0.94,8.0,14.0,0
5.35,21.6,0.86,7.7,13.5,1
9.67,25.6,1.03,7.9,24.6,1
8.83,23.6,1.35,2.0,19.3,1
8.29,27.8,1.13,3.0,3.7,1
9.12,32.7,0.99,1.2,8.0,1
8.24,26.5,0.99,8.9,9.3,0
9.84,26.5,0.88,2.9,8.6,1
8.57,33.6,1.08,3.9,19.9,1
9.62,28.6,1.27,3.2,9.7,1
7.59,28.5,1.38,1.3,12.8,1
5.59,23.9,1.1,3.1,13.8,1
7.64,29.1,0.9,1.8,7.5,1
5.63,28.6,1.21,4.2,8.7,1
7.96,26.0,1.25,8.7,19.7,1
7.41,34.9,0.84,6.6,21.8,0
8.11,33.2,1.31,6.7,1.9,1
5.05,31.2,1.3,4.6,15.5,0
5.97,28.1,1.08,7.5,16.2,1
7.46,26.9,1.14,8.3,18.7,0
9.75,22.8,1.23,8.7,17.7,1
6.92,24.6,1.21,1.8,22.1,1
7.12,31.6,0.81,8.0,2.9,1
8.57,26.8,0.87,2.8,10.3,1
8.02,33.2,0.9,4.2,19.8,0
6.49,22.2,1.25,3.8,21.3,1
7.05,27.6,1.06,6.4,7.4,0
6.09,29.7,1.13,5.8,15.0,1
9.83,27.8,1.26,1.9,5.3,1
5.65,33.3,1.0,7.3,21.4,1
6.86,34.8,1.25,4.5,18.5,0
5.13,21.7,1.07,1.0,6.3,1
6.11,21.9,1.03,4.3,16.0,0
8.9,22.0,1.0,5.1,13.2,1
6.01,30.2,1.38,1.6,7.2,1
5.4,25.6,1.26,2.2,22.4,1
7.37,31.0,0.81,8.9,4.5,1
5.05,26.1,1.37,8.0,12.2,1
5.42,29.4,1.27,2.1,15.0,1
9.04,31.5,0.89,5.6,20.8,1
8.86,28.2,0.85,4.0,4.6,1
9.58,28.1,0.98,5.3,15.6,1
9.27,21.3,1.17,4.8,1.2,1
8.42,26.2,1.17,1.4,20.7,1
5.26,28.2,0.97,3.5,6.6,1
8.91,26.9,1.07,2.0,18.3,1
9.23,33.5,0.93,4.9,15.4,1
9.0,33.6,0.83,8.3,2.2,1
7.54,32.3,1.11,9.0,5.4,0
6.16,25.6,1.01,8.6,7.4,0
9.23,30.8,1.13,8.9,22.3,1
8.64,25.9,1.37,1.1,12.5,1
9.9,23.5,0.89,6.8,22.9,1
5.78,25.1,0.8,3.2,2.1,1
6.13,21.1,0.85,7.9,1.2,1
6.06,25.0,1.08,7.5,23.8,0
8.96,26.9,1.22,4.4,18.4,1
5.93,34.3,1.15,4.8,19.8,1
5.33,24.7,1.1,3.1,23.0,1
9.99,33.5,1.01,3.3,24.6,1
5.12,23.4,0.99,8.8,3.3,1
9.18,22.9,1.03,8.1,4.8,1
6.83,27.8,1.17,2.5,5.5,1
9.21,30.1,0.9,3.2,20.6,1
7.77,20.7,1.26,1.9,9.5,1
9.51,23.3,1.15,8.9,15.2,1
9.63,26.8,0.96,8.3,21.5,1
5.05,25.0,1.1,5.4,17.4,1
5.38,30.7,1.38,6.5,2.6,1
6.25,27.7,0.81,7.0,11.7,0
8.35,22.4,0.92,2.6,2.6,1
9.44,33.4,1.07,8.5,12.5,1
7.3,24.4,1.18,5.2,6.3,0
8.03,31.0,0.93,1.7,1.0,1
5.94,31.7,1.36,4.2,20.5,1
9.02,34.4,1.19,5.8,24.3,1
9.84,27.5,1.33,3.8,24.1,0
6.34,29.2,1.0,6.6,8.2,0
7.47,25.0,1.3,8.1,20.9,1
5.43,30.2,1.03,7.2,17.3,1
7.8,27.0,0.95,6.1,20.2,0
7.51,26.6,1.35,5.1,21.3,1
5.72,32.8,0.86,3.0,24.5,1
7.21,20.8,1.37,4.6,4.6,1
6.67,33.2,1.08,3.3,19.5,0
7.61,32.8,1.4,8.5,18.6,1
7.93,27.6,1.12,8.3,7.9,0
5.04,27.4,1.25,2.2,10.4,1
8.81,25.4,0.8,7.6,5.2,1
8.57,34.9,1.1,6.6,22.9,1
6.83,21.7,1.24,8.8,22.1,0
5.26,28.9,1.27,4.7,15.7,1
8.77,30.2,0.89,6.8,13.3,1
9.78,34.0,1.05,5.1,6.6,1
6.2,31.7,1.05,1.6,20.0,1
6.62,29.7,0.86,1.4,1.2,1
5.92,21.8,1.07,2.0,12.1,1
7.88,25.6,1.28,3.4,21.7,1
5.77,22.1,0.98,3.1,15.8,1
6.78,33.2,1.06,6.8,16.2,0
8.49,31.2,1.38,6.7,2.7,1
7.8,31.4,0.82,8.8,7.9,0
6.93,29.8,1.15,3.5,17.2,0
7.1,27.6,1.25,8.5,2.2,1
7.81,22.2,1.26,5.9,8.9,1
5.03,24.9,1.23,5.0,9.5,1
5.39,22.1,1.24,6.3,13.0,1
9.41,30.9,0.84,6.6,9.7,1
5.39,22.4,1.12,2.4,11.9,1
8.53,30.5,1.27,7.0,14.1,1
9.6,30.4,0.86,6.8,4.1,1
6.35,26.9,0.81,9.0,5.3,0
6.85,22.0,1.29,8.3,21.0,1
7.84,24.7,1.23,6.5,12.0,0
9.41,24.8,1.05,6.7,9.5,1
9.71,30.5,1.36,8.6,11.4,1
8.7,21.7,1.26,8.7,5.2,1
5.43,32.4,1.38,7.6,6.8,1
8.35,31.4,1.36,7.1,13.4,1
7.05,22.8,1.09,1.9,9.6,1
7.35,30.8,1.25,7.6,12.4,1
5.25,30.0,1.2,3.0,4.6,0
5.96,31.2,1.29,5.5,4.8,1
8.95,22.8,1.27,4.2,10.2,1
7.27,22.4,0.89,3.8,10.1,0
6.51,23.5,0.94,3.5,22.2,0
6.92,25.5,0.96,7.8,1.8,1
9.27,31.9,1.29,7.2,24.8,1
8.74,31.1,1.29,5.2,24.0,1
6.36,33.9,1.1,6.3,14.0,0
5.59,20.9,1.15,8.9,18.3,1
6.26,20.2,1.3,4.2,23.4,1
9.6,30.5,0.99,5.4,7.0,1
7.91,24.2,0.83,5.3,8.6,0
7.67,25.0,1.09,8.5,3.7,1
7.98,28.2,1.35,3.8,14.5,1
6.83,21.5,1.27,8.9,4.8,1
9.04,29.6,1.02,3.4,23.3,1
7.62,24.9,0.84,1.9,11.4,1
5.58,29.5,1.18,2.5,23.1,1
5.65,32.5,1.3,4.4,5.9,1
7.68,22.6,1.2,6.2,17.7,0
9.68,34.0,1.06,5.1,16.5,1
6.54,28.0,0.87,4.0,10.6,0
9.35,33.8,1.35,5.5,22.6,1
8.82,23.1,0.97,7.7,11.4,1
6.24,29.1,0.93,7.7,5.8,0
5.18,26.1,1.29,6.8,24.4,1
5.51,31.6,1.39,8.6,11.6,1
8.64,29.1,1.2,5.7,6.0,1
6.0,27.4,1.17,1.1,9.7,1
6.86,33.7,0.99,3.3,15.7,0
7.51,25.7,0.81,3.6,13.3,0
8.63,23.3,0.92,5.4,16.2,1
5.57,29.1,1.15,8.2,16.9,1
7.03,29.4,0.89,7.7,4.0,1
7.43,26.6,1.33,2.9,8.6,1
7.7,27.3,0.91,5.2,19.0,0
9.09,34.4,1.11,6.3,16.6,1
5.86,31.0,1.11,8.9,3.1,1
9.04,21.7,1.16,1.3,8.6,1
8.46,23.2,1.0,4.7,23.4,0
7.78,34.6,1.32,8.9,21.7,1
8.5,30.9,1.07,8.8,17.1,0
7.06,33.7,1.22,3.6,2.7,1
5.69,24.6,1.18,1.0,15.6,1
8.33,31.1,0.87,5.7,1.3,1
7.62,30.7,1.17,7.9,16.9,0
8.2,24.4,1.13,3.6,18.5,0
6.69,28.3,1.34,8.5,12.9,1
9.53,29.4,1.33,3.7,1.1,1
7.94,27.2,0.89,5.9,17.0,0
5.43,32.4,0.85,6.8,20.7,1
7.25,32.5,0.98,3.8,15.1,0
8.78,32.8,1.39,3.8,18.0,1
8.97,32.1,0.81,4.8,3.2,1
7.47,27.3,1.2,7.7,18.2,0
9.47,25.7,1.17,1.8,15.7,1
6.34,32.5,1.19,6.1,8.9,0
7.05,27.4,0.93,6.4,17.4,0
9.49,23.7,0.94,5.5,16.5,1
9.48,27.6,1.06,8.5,15.4,1
8.43,22.1,0.86,5.8,5.4,0
9.29,30.4,0.84,6.1,8.1,1
5.44,25.0,0.85,5.8,24.8,1
9.32,23.9,1.14,6.8,11.4,1
6.6,34.3,1.04,2.1,2.4,1
5.89,31.7,0.98,8.2,22.6,1
6.2,31.8,0.99,1.3,5.2,1
7.09,29.4,0.92,6.1,10.7,0
6.26,32.6,1.05,5.9,7.7,0
6.6,31.4,0.92,2.7,24.1,1
5.67,29.0,1.22,1.3,10.1,1
6.48,34.4,0.87,2.1,18.0,1
7.86,22.9,1.37,3.2,15.4,1
7.21,34.2,0.85,8.1,2.0,1
6.73,26.0,1.37,7.8,10.2,1
8.73,27.9,1.3,1.5,10.4,1
9.47,21.8,1.21,3.3,24.8,1
8.78,28.1,1.35,8.1,20.5,1
6.66,29.2,0.88,2.9,21.6,1
8.72,35.0,0.91,9.0,8.5,1
5.76,34.6,0.95,3.1,8.9,1
5.65,34.5,0.95,6.9,13.4,1
6.73,25.2,0.99,4.3,16.1,0
9.04,34.9,1.15,2.1,18.5,1
6.23,26.8,0.82,3.0,20.7,0
5.32,32.8,1.03,6.4,22.0,1
5.66,23.2,0.95,3.7,1.6,1
9.29,27.6,1.16,5.8,20.1,1
8.17,34.5,1.39,2.6,15.7,0
6.27,34.2,1.11,4.6,13.8,0
7.78,30.3,1.06,5.1,16.1,0
7.64,32.0,1.02,4.3,22.2,0
8.28,22.6,1.27,2.6,14.1,1
6.17,30.8,0.84,4.7,4.9,1
9.32,29.3,1.38,6.5,11.5,1
6.55,21.4,1.05,8.7,23.2,0
8.47,21.7,0.99,7.3,20.5,0
5.08,21.6,1.38,2.3,5.9,1
6.86,30.9,1.36,3.2,18.1,1
6.76,22.1,1.19,1.6,7.1,1
7.72,27.0,0.81,2.1,9.4,1
5.36,25.4,1.25,3.0,12.3,1
8.95,28.3,1.0,2.6,11.6,1
6.09,30.6,1.03,2.7,1.7,1
8.39,30.3,0.9,2.8,19.6,1
9.02,27.7,1.11,3.4,21.3,1
7.81,27.0,1.25,2.0,13.7,1
8.7,26.0,0.96,3.2,5.2,1
8.31,32.9,1.36,6.5,7.0,1
6.78,25.0,0.92,2.9,4.0,1
9.04,23.9,0.84,2.4,5.1,1
6.47,31.1,1.19,1.5,22.0,1
7.86,25.4,1.31,5.0,12.5,1
8.73,32.7,1.37,7.7,3.7,1
6.89,24.9,1.26,1.5,7.1,1
6.51,30.5,0.92,5.3,23.8,0
7.3,20.7,1.39,6.2,13.2,1
9.09,25.8,1.35,5.7,13.4,1
9.65,25.1,0.9,8.0,13.6,1
7.73,32.3,1.14,7.9,3.7,1
8.31,34.5,1.13,1.5,24.3,1
9.52,26.9,1.07,3.9,3.0,1
5.49,32.4,1.39,6.4,17.8,1
6.16,30.5,0.84,8.6,2.4,1
8.54,34.5,1.18,7.4,11.6,1
9.12,32.2,0.92,2.4,22.6,1
9.29,21.2,1.12,3.2,19.4,1
7.08,30.7,1.27,7.1,9.0,1
5.45,28.0,0.95,4.8,14.2,1
7.19,20.2,1.04,5.4,5.0,1
6.15,23.8,1.37,5.9,23.9,1
6.46,33.8,1.26,1.8,18.0,1
8.86,33.9,1.14,7.8,10.0,1
5.38,32.0,0.93,7.9,8.6,1
9.14,34.7,1.06,4.7,6.7,1
7.14,32.1,1.26,6.0,19.9,1
7.98,20.2,1.29,6.3,11.4,1
5.45,24.3,0.95,2.5,8.9,1
6.69,20.5,1.2,1.9,22.7,1
5.45,21.4,0.86,1.2,4.6,1
9.81,23.3,0.81,8.3,7.3,1
9.04,27.6,1.13,3.8,9.3,1
7.3,32.7,0.93,1.7,7.2,1
6.12,32.9,0.85,4.7,15.0,1
9.67,29.2,1.24,1.6,15.4,1
6.72,33.9,1.1,1.7,2.3,1
5.8,27.5,1.28,4.9,4.5,1
7.82,33.3,1.2,5.1,5.8,0
9.72,26.8,1.24,5.6,2.7,1
5.02,24.2,0.98,6.3,4.0,1
6.19,33.7,0.96,6.3,6.8,0
9.69,25.8,1.16,4.5,9.3,1
5.86,27.6,0.92,6.1,20.0,1
5.57,24.9,1.29,3.4,6.2,1
7.85,29.9,1.11,4.5,17.1,0
9.31,34.9,0.94,4.1,2.4,1
7.39,20.4,1.18,3.6,16.8,0
9.97,33.5,1.37,2.9,20.1,1
8.4,20.1,0.85,1.6,15.5,1
5.37,25.5,0.87,5.0,5.8,1
9.96,22.5,1.31,5.3,8.9,1
7.04,31.4,0.87,3.7,20.3,0
6.44,20.8,0.82,8.8,11.4,0
7.79,28.3,1.01,5.5,7.1,0
6.52,24.4,1.08,8.1,23.4,0
5.43,22.0,1.14,5.6,16.3,1
5.01,31.6,1.1,2.5,20.3,1
7.25,23.3,1.35,8.8,1.6,1
9.18,23.4,1.26,8.1,9.1,1
7.86,24.1,1.39,4.8,12.0,1
10.0,28.8,1.09,2.9,15.1,1
6.43,29.9,0.85,2.8,5.6,1
6.4,20.3,1.37,7.4,13.0,1
5.8,23.6,0.8,1.6,17.5,1
